1.090000000000000000e+02,6.900000000000000000e+01,1.561929015355247259e+02
2.420000000000000000e+02,4.700000000000000000e+01,1.780454065884811712e+02
2.900000000000000000e+02,3.100000000000000000e+01,1.747954238075047044e+02
2.960000000000000000e+02,9.400000000000000000e+01,2.412646317651543768e+02
3.780000000000000000e+02,6.900000000000000000e+01,1.853463683417070342e+02
4.010000000000000000e+02,8.600000000000000000e+01,1.934040864746255011e+02
4.070000000000000000e+02,8.800000000000000000e+01,1.829640394096784348e+02
4.190000000000000000e+02,8.000000000000000000e+01,2.181145851400645768e+02
4.660000000000000000e+02,9.400000000000000000e+01,2.759058775794874805e+02
4.690000000000000000e+02,3.300000000000000000e+01,1.784764492033134218e+02
4.790000000000000000e+02,3.700000000000000000e+01,1.604925456097951724e+02
4.800000000000000000e+02,4.100000000000000000e+01,1.992865130594742027e+02
4.850000000000000000e+02,6.200000000000000000e+01,2.023163577188853424e+02
5.110000000000000000e+02,7.000000000000000000e+01,1.913026999767409961e+02
6.450000000000000000e+02,7.900000000000000000e+01,1.594772943058328565e+02
6.900000000000000000e+02,3.700000000000000000e+01,1.116953410888655327e+02
7.730000000000000000e+02,6.800000000000000000e+01,2.149315141989356732e+02
7.860000000000000000e+02,5.000000000000000000e+01,1.464815876362811480e+02
7.980000000000000000e+02,8.100000000000000000e+01,1.503985782060925089e+02
8.160000000000000000e+02,1.900000000000000000e+01,1.671114566886639352e+02
8.820000000000000000e+02,1.200000000000000000e+01,2.080372327468499520e+02
9.100000000000000000e+02,4.800000000000000000e+01,2.033542781464695963e+02
9.440000000000000000e+02,8.100000000000000000e+01,1.852925399150737746e+02
9.510000000000000000e+02,2.700000000000000000e+01,2.288101471452152964e+02
9.720000000000000000e+02,6.300000000000000000e+01,1.894192778413290341e+02
1.017000000000000000e+03,1.900000000000000000e+01,1.413727628020126303e+02
1.018000000000000000e+03,6.600000000000000000e+01,1.798389404572202750e+02
1.022000000000000000e+03,1.300000000000000000e+01,2.001681484442869419e+02
1.301000000000000000e+03,2.300000000000000000e+01,1.562226510676693749e+02
1.302000000000000000e+03,4.000000000000000000e+00,1.100778955507450121e+02
1.303000000000000000e+03,3.300000000000000000e+01,1.176673227352152651e+02
1.308000000000000000e+03,2.300000000000000000e+01,1.355375395763177835e+02
1.309000000000000000e+03,2.500000000000000000e+01,1.468307923069114622e+02
1.326000000000000000e+03,8.300000000000000000e+01,1.829370559093162854e+02
1.335000000000000000e+03,3.300000000000000000e+01,1.684340443898948649e+02
1.373000000000000000e+03,3.100000000000000000e+01,1.590713624834903328e+02
1.379000000000000000e+03,2.300000000000000000e+01,1.498006569258302534e+02
1.390000000000000000e+03,9.000000000000000000e+00,1.970436578569373296e+02
1.407000000000000000e+03,6.400000000000000000e+01,1.763458759563083049e+02
1.412000000000000000e+03,8.100000000000000000e+01,1.629925315874377532e+02
1.471000000000000000e+03,6.900000000000000000e+01,1.389137872654169428e+02
1.550000000000000000e+03,4.700000000000000000e+01,1.573424253199300438e+02
1.551000000000000000e+03,1.200000000000000000e+01,1.319988965239172956e+02
1.609000000000000000e+03,3.300000000000000000e+01,1.387021710636914236e+02
1.610000000000000000e+03,2.200000000000000000e+01,1.245105265336091662e+02
1.616000000000000000e+03,1.600000000000000000e+01,1.637859456445815169e+02
1.637000000000000000e+03,5.600000000000000000e+01,1.341775388620764033e+02
1.657000000000000000e+03,6.900000000000000000e+01,1.817368111848489320e+02
1.701000000000000000e+03,2.800000000000000000e+01,1.766281153363931082e+02
1.752000000000000000e+03,8.400000000000000000e+01,1.910917968982560069e+02
1.753000000000000000e+03,7.200000000000000000e+01,1.526803234599080099e+02
1.760000000000000000e+03,3.700000000000000000e+01,1.469309226628887473e+02
1.769000000000000000e+03,7.100000000000000000e+01,1.887123477937479947e+02
1.770000000000000000e+03,8.400000000000000000e+01,1.958949379278631397e+02
2.327000000000000000e+03,1.100000000000000000e+01,2.005498980550801775e+02
2.465000000000000000e+03,2.300000000000000000e+01,1.334206376242102010e+02
2.466000000000000000e+03,2.300000000000000000e+01,1.189194827122305043e+02
2.500000000000000000e+03,2.300000000000000000e+01,1.158193466481800442e+02
2.501000000000000000e+03,2.300000000000000000e+01,1.142595306219372873e+02
2.908000000000000000e+03,2.300000000000000000e+01,1.523332042720855668e+02
2.909000000000000000e+03,3.100000000000000000e+01,1.259511398915781939e+02
3.560000000000000000e+03,2.300000000000000000e+01,1.200823093715237775e+02
3.561000000000000000e+03,2.300000000000000000e+01,1.337388933686110022e+02
3.905000000000000000e+03,5.600000000000000000e+01,1.821296506494457219e+02
3.962000000000000000e+03,8.300000000000000000e+01,1.792160365313182240e+02
3.963000000000000000e+03,8.400000000000000000e+01,1.971576150558816494e+02
4.233000000000000000e+03,9.300000000000000000e+01,2.127513611856970215e+02
4.319000000000000000e+03,9.600000000000000000e+01,1.893926698391645118e+02
4.350000000000000000e+03,2.200000000000000000e+01,1.862097041468603891e+02
4.642000000000000000e+03,5.000000000000000000e+01,1.568620490796294860e+02
4.870000000000000000e+03,2.300000000000000000e+01,1.281595526681521164e+02
6.422000000000000000e+03,3.900000000000000000e+01,1.402038095483293603e+02
7.369000000000000000e+03,1.100000000000000000e+01,1.851192547101342996e+02
7.522000000000000000e+03,4.100000000000000000e+01,2.049505880921062726e+02
7.988000000000000000e+03,3.300000000000000000e+01,2.041973796195628381e+02
8.072000000000000000e+03,6.700000000000000000e+01,2.015349709634801911e+02
8.121000000000000000e+03,9.100000000000000000e+01,2.578506926534069521e+02
8.146000000000000000e+03,9.100000000000000000e+01,2.281405645321723625e+02
8.227000000000000000e+03,6.900000000000000000e+01,1.775212010128433064e+02
8.353000000000000000e+03,3.900000000000000000e+01,1.412259001334909101e+02
8.828000000000000000e+03,6.900000000000000000e+01,1.903272912505894965e+02
9.023000000000000000e+03,2.200000000000000000e+01,1.638852545935369562e+02
9.048000000000000000e+03,2.300000000000000000e+01,1.426211735215239571e+02
9.109000000000000000e+03,5.600000000000000000e+01,1.631366535113104703e+02
9.111000000000000000e+03,7.200000000000000000e+01,1.480841311700925473e+02
9.112000000000000000e+03,2.900000000000000000e+01,1.593780944493922789e+02
9.127000000000000000e+03,4.100000000000000000e+01,1.986809042800702514e+02
9.132000000000000000e+03,3.100000000000000000e+01,1.513185467508398858e+02
9.234000000000000000e+03,9.600000000000000000e+01,2.515341860520605906e+02
9.255000000000000000e+03,4.400000000000000000e+01,2.474462086471718862e+02
9.262000000000000000e+03,5.600000000000000000e+01,1.857839782795658152e+02
9.280000000000000000e+03,6.400000000000000000e+01,1.965691700349297548e+02
9.320000000000000000e+03,6.600000000000000000e+01,3.084601310386774458e+02
9.330000000000000000e+03,1.100000000000000000e+01,1.626020053094497655e+02
9.337000000000000000e+03,3.700000000000000000e+01,1.873758004569798175e+02
9.339000000000000000e+03,3.100000000000000000e+01,1.544847346283329728e+02
9.344000000000000000e+03,9.400000000000000000e+01,1.934357197421880983e+02
9.359000000000000000e+03,3.700000000000000000e+01,1.600877160386239666e+02
9.364000000000000000e+03,3.700000000000000000e+01,1.469967915316628364e+02
9.365000000000000000e+03,1.400000000000000000e+01,1.622588521488902416e+02
9.378000000000000000e+03,8.800000000000000000e+01,2.009106481321797446e+02
9.390000000000000000e+03,8.400000000000000000e+01,1.769583178857897963e+02
9.402000000000000000e+03,2.900000000000000000e+01,1.320333357352016606e+02
9.405000000000000000e+03,8.000000000000000000e+01,2.031726697922417202e+02
9.418000000000000000e+03,8.800000000000000000e+01,1.594808849699766995e+02
9.446000000000000000e+03,8.000000000000000000e+01,1.742049421276895771e+02
9.455000000000000000e+03,8.000000000000000000e+01,1.948024221694573725e+02
9.462000000000000000e+03,3.600000000000000000e+01,2.177647769343540460e+02
9.469000000000000000e+03,5.000000000000000000e+01,1.498660651917032567e+02
9.580000000000000000e+03,6.100000000000000000e+01,1.605604723191220842e+02
9.615000000000000000e+03,6.100000000000000000e+01,1.592642852515416791e+02
9.656000000000000000e+03,2.300000000000000000e+01,1.312278776771997570e+02
9.657000000000000000e+03,3.700000000000000000e+01,1.756081137131968717e+02
9.674000000000000000e+03,6.300000000000000000e+01,2.809601901849993055e+02
9.676000000000000000e+03,5.000000000000000000e+01,1.450555477921600129e+02
9.690000000000000000e+03,6.800000000000000000e+01,2.020158767267883491e+02
9.827000000000000000e+03,8.100000000000000000e+01,1.825429031201762768e+02
9.890000000000000000e+03,6.400000000000000000e+01,1.723658849456131748e+02
9.891000000000000000e+03,3.100000000000000000e+01,1.806724732080910769e+02
9.954000000000000000e+03,6.400000000000000000e+01,1.960526995266927770e+02
